Item:,Description:,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments
Section 1: Typical Glassware / plasticware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3-C,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3-B/ C3-C,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,5 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3-B/ C3-C,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
,10 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3-B,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
,25 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3-C,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
,50 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3-C,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3-C,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pipet, Glass, Mohr ",10 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3-B,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pipet, Plastic Transfer",1 box/500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Counter,,350,In prep room,,,,,,,,,,,,,,,,,,,,,,,,,
"Pipet, Plastic",5 mL,,,0,,,,,,,,,-,,,Cabinet 10,,67,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,10 mL,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,25 mL,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plastic, square dish with cover ",,,,24,middle low cabinet right wall,,,,,,CAB #4,,16,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
"Pyrex Dish, 6.5"" x 8.5"", no cover",,,,0,,,,,,,CAB #4,,8,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
"Pyrex Dish, 9"" x 9"", with cover",,,,0,,,,,,,CAB #4,,8,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spot Plate,12 well,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,back drawers,15,15,,,,,,
,24 well,,,37,stockroom,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,back drawers,16,17,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Test Tubes, Glass",10 x 75 mm,,,459,stockroom,,,,,,,,-,,,,,0,,,,,60,,,,,0,,,,,,,,,,,,,,,,,,,,,,,C5-B,,72,,,,,,,,,,,,,,,,,,cab #12,15,28,,,,,,
,12 x 75 mm,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,C5-B,,110,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,10 x 100,,,297,stockroom,,,,,,,,-,,,,,0,,,,,102,,,,,0,,,,,,,,,,20,,,,,,,,,,168,,,C5-B,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,13 x 100,,,22,stockroom,,,,,,,,-,,,,,0,,,,,50,,,,,0,,,,,69,,,,,,,,,,,,,,,,,,C5-B,,,,,,,,,,,,,,,,,,,,cab #12,48,51,,,,,,
,15 x 125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5-B,,46,,,,,,,,,,,,,,,,,,,,,,,,,,
,18 x 150,,,23,stockroom,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,C5-B,,16,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,20 x 150,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,42,,,C5-B,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,25 x 150,,,0,,,,,,,,,-,,,,,0,,,,,72,,,,,0,,,,,,,,,,,,,,,,,,,,148,,,C5-B,,72,,,,,,,,,,,,,,,,,,,0,0,,,,,,
, ,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Test Tubes (centrifuge), screw top",15 mL,,,0,,,,,,,,,-,,,,,0,,,,,236,,,,,0,,,,,264,,,,,,,,,,,,,,,,,,,,100,Missing Tops,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Test Tubes, Plastic",mini,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,medium,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watch Glass,Small,,,0,,,,,,,,,-,,,,,0,,,,,6,,,,,0,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Medium,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Section 3: Labware/Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balances/Scales,Bathroom Scale,,0,0,,,0,,,,,0,-,,,Cabinet 4,,7,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,Prep Room,,2,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Electronic, 0.1 g precision",,0,0,,,0,,,,,0,,,,,,,,,,,0,,,,,,,,,,6,,,,,,,,,1,4,,,,4,4,,,Various,,1,Side small drawers between Lab Stations 1/2 and 6/7,,,,,,,,1,,unknown if it works,,,,,,,,,,,,,,,
,"Electronic, 0.01 g precision",,8,8,lower cabinet middle stations,K6,6,6,2026: 1 is not like the others...may have come from some other room? (in which case I'm missing 1...),,,0,-,,,Cabinet 4,,4,,,,,4,"2 say ""chem""?",,,,4,,,,,1,,,,,,,,,1,,,,,0,0,,,Various,,12,Side small drawers between Lab Stations 1/2 and 6/7,,,,,,,,8,,9 - but 1 is broken/off,,,,,,,,0,0,,,,,,
,"Electronic, 0.001 g precision",,0,0,,,0,,,,,0,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,Teacher Lab Bench,,1, ,,,,,,,,1,,,,,2,,,,cab #7,8,8,,,,,,
,Equal Arm,,0,0,,J8,1,1,,,,0,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Spring Scales, 2.5 N",,0,0,,J7,,7,,,,0,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Spring Scale, 5 N",,0,0,,J7,,30,,,,0,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Spring Scale 10 N,,0,0,,J7,,10,,,,0,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Spring Scale 20 N,,0,0,,J7,,14,,,,0,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Triple Beam,,0,0,,,,,,,L1a/L6a,,27,,,"Stations 2, 5, 7",,20,,,,,8,,,,,0,,,,,2,,,,,,,,,,8,,,,,0,,,Lab Area,,3,On Counter,,,,,,,,,,,,,,,,,cab #9-14,10,10,,,,,,
"Bottles, various","Flat, plastic, 200 mL",,,7,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Flat, plastic, 300 mL",,,8,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Flat, plastic, 5 comparment, 20 mL",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Flat, plastic, 30 mL",,,30,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Glass, Wheton, 1 L",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Glass, Wheton, 500 mL",,,0,,,,,,,,,-,,,,,0,,,,,11,"most brown, no lid",,,,0,,,,,,,,,,,,,,,,,,,,,,, ,, ,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Glass, 500 mL",,,9,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,7,,,,,,,,,,,,, ,, ,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Glass, 1000 mL",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Glass, other sizes",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,20,,,,,,,,,,,,,C6-B/C6-C,,Various,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Nalgene, w lid 125 mL",,,48,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Nalgene, 250 mL",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,6,,,,,,,,,,0,,,C7-A,,Various,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Nalgene, w Lid, 500 mL",,,13,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C7-A,,Various,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Nalgene, w lid, 1000 mL",,,9,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C7-A,,Various,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Spray bottle, small",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Spray bottle, large",,,12,front cabinet on left wall,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Wash (squirt/Squeeze) bottle, plastic",,,36,,,,,,,,,-,,,Station 1,,14,,,,,11,,,,,0,,,,,,,,,,,,,,,,,,,,,,,C7-C,,Various,Some Labeled Acetone,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brushes,Beaker,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Cylinder,,,0,,microwave,,8,??,,,,-,,,,,0,,,,,5,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C2-A,,10+,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Test Tube, small",,,23,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,13,,,C2-A,,9+,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Test Tube, large",,,0,,,,,,,,,-,,,,,0,,,,,10,,,,,0,,,,,,,,,,,,,,,,,,,,18,,,C2-A,,12+,,,,,,,,,,,,,,,,,,lab stations,13,14,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carts,Large,,,1,,,,2,need 2 for physics,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,1,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Small,,,0,,,,2,need 1 for physics; pink one is available,,,,-,,,,,0,,,,,0,,,,,0,,,,,2,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clamps,Buret,,,0,,,0,-,,,,0,-,,,,,0,,,,,0,,,,,0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"C-Clamp, various sizes",,,0,,,,,,,,0,-,,,,,0,,,,,0,,,,,0,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Funnel support,,,0,,,0,-,,,,0,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,right-angle clamp,,,0,,,,,,,,0,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Ring, 5 cm",,,0,,,0,-,,,,0,-,,,,,0,,,,,0,,,,,0,,,,,7,,,,,,,,,,,,,,,15,,,C2-A,,30,,,,,,,,,,,,,,,,,,back drawer,6,6,,,,,,
,"Ring, 7 cm",,,0,,,0,-,,,,0,,,,Drawer N,,9,,,,,0,,,,,0,,,,,13,,,,,,,,,,,,,,,8,,,C2-A,,21,,,,,,,,,,,,,,,,,,back drawer,8,8,,,,,,
,"Ring, 10 cm",,,0,,,0,-,,,B16,18,18,,,Drawer N,,3,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C2-A,,19,,,,,,,,,,,,,,,,,,back drawer,10,12,,,,,,
,Test Tube,,,0,,,0,,,,,,-,,,,,0,,,,,9,,,,,0,,,,,13,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,lab stations,5,5,,,,,,
,Thermometer,,,0,,,0,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,4,,,C2-A,,4,,,,,,,,,,,,,,,,,,back drawer,7,7, ,,,,,
,Utility,,,0,,,0,,,,,,-,,,,,0,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C2-A,,55,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Compass, drawing",w/ pencil,,,0,,,0,,,,A7,12,15,,,Whiteboard,,32,,,,,0,,,,,32,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,white board cabinet,15,26,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corks,SIze 1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3B-U,,5 packs,,,,,,,,,,,,,,,,,,,,,,,,,,
Packs of 20,Size 3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3B-U,,3 packs,,,,,,,,,,,,,,,,,,,,,,,,,,
,Size 4,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3B-U,,2 packs,,,,,,,,,,,,,,,,,,,,,,,,,,
,Size 5,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3B-U,,5 packs,,,,,,,,,,,,,,,,,,,,,,,,,,
,Size 8,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3B-U,,1 pack,,,,,,,,,,,,,,,,,,,,,,,,,,
,Size 13,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 packs,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuvette,,,,0,,,,,,,,,-,,,,,0,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distilled water jug/bottle,,,,2,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,cab #11,2,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drying Oven,,,,3,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,Lab,,1,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forceps,metal,,,135,,,,,,,,,-,,,,,0,,,,,3,,,,,0,,,1307,,38,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,lab stations,13,14,,,,,,
,plastic,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gloves, non-disposable",Utility/garden,,,0,,,,,,,,,-,,,,,0,,,,,2,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,lab stations,3,3,,,,,,
,"Heat resistant, orange",,,3,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,Lab Area,,2.5 pairs,On top of Drying Oven,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Heat resistant, white",,,0,,,,,,,,,-,,,Cabinet 7,,15 pairs,1 glove who has a partner with the Astro emission tubes,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,Prep Room,,10 pairs,Wood shelving by door,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prep Room,,1 pair,Wood shelving by door,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Plates,"10 cm (4"")",,,0,,,,,,,CAB #3,12,12,,,,,0,,,,,10,,,,,0,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"15 cm (7"")",,,14,,,,,,,CAB #3,0,2,,,,,0,,,,,0,,,,,0,,,,,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,lab stations,16,17,,,,,,
,hot plate only,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Various,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,hot plate with stirrer,,,1,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,17,All Lab Bench,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotplate accessories,Magnetic Stirrer bars,,,4,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Magnetic stirrer bar retriever tool,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamps,Desk,,,5,,,,,,,CAB #5,15,15,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Clamp,,,7,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Infrared/Heat,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"incandescent, on wood base with paper hood",,,0,,,,,,,CAB #5,6,6,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micropipette (volumetric pipettes),p10 (0.5 - 10 mL),,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,p20 (2 - 20 mL),,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,p50 (5 - 50 mL),,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,p200 (20 - 200 mL),,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,p1000 (100 - 1000 mL),,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molecular Model kits,MolyMod Organic,,,16,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,MolyMod Inorganic,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,2B-U/2C-L,,14,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Photosynthesis/Respiration kits,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Water molecules,,,12,kits,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
